timestamp,handle,collection_id,old_title,new_title,old_description,new_description
2026-07-02T20:01:33.967Z,chrome-hearts,gid://shopify/Collection/687833284994,Chrome Hearts Collection – Shop Chrome Hearts | Resell Lausanne,Chrome Hearts Collection – Shop Chrome Hearts,,
2026-07-02T20:01:34.331Z,active-clothing,gid://shopify/Collection/687872082306,Active Clothing & Sportswear – Shop Premium Brands | Resell Lausanne,Active Clothing & Sportswear – Shop Premium Brands,,
2026-07-02T20:01:34.741Z,birkenstock-arizona,gid://shopify/Collection/687872180610,Birkenstock Arizona Sandals – All Colourways | Resell Lausanne,Birkenstock Arizona Sandals – All Colourways,,
2026-07-02T20:01:35.094Z,saucony-progrid-omni-9,gid://shopify/Collection/688170926466,Saucony ProGrid Omni 9 — Sneakers & Streetwear | Resell Lausanne,Saucony ProGrid Omni 9 — Sneakers & Streetwear,,
2026-07-02T20:01:35.423Z,adidas-handball-spezial,gid://shopify/Collection/688170959234,Adidas Handball Spezial — Sneakers & Streetwear | Resell Lausanne,Adidas Handball Spezial — Sneakers & Streetwear,,
2026-07-02T20:01:35.790Z,moonswatch,gid://shopify/Collection/688170992002,Swatch x Omega MoonSwatch — Montres & Collectibles | Resell Lausanne,Swatch x Omega MoonSwatch — Montres & Collectibles,,
2026-07-02T20:01:36.187Z,saucony-progrid-triumph-4,gid://shopify/Collection/688171024770,Saucony ProGrid Triumph 4 — Sneakers & Streetwear | Resell Lausanne,Saucony ProGrid Triumph 4 — Sneakers & Streetwear,,
2026-07-02T20:01:36.596Z,maison-mihara-yasuhiro-hank,gid://shopify/Collection/688178430338,Maison Mihara Yasuhiro Hank — Sneakers & Streetwear | Resell Lausanne,Maison Mihara Yasuhiro Hank — Sneakers & Streetwear,,
2026-07-02T20:01:36.946Z,maison-mihara-yasuhiro-peterson,gid://shopify/Collection/688178463106,Maison Mihara Yasuhiro Peterson — Sneakers & Streetwear | Resell Lausanne,Maison Mihara Yasuhiro Peterson — Sneakers & Streetwear,,
2026-07-02T20:01:37.339Z,maison-mihara-yasuhiro-blakey,gid://shopify/Collection/688178528642,Maison Mihara Yasuhiro Blakey — Sneakers & Streetwear | Resell Lausanne,Maison Mihara Yasuhiro Blakey — Sneakers & Streetwear,,
2026-07-02T20:01:37.723Z,maison-mihara-yasuhiro-baker,gid://shopify/Collection/688178594178,Maison Mihara Yasuhiro Baker — Sneakers & Streetwear | Resell Lausanne,Maison Mihara Yasuhiro Baker — Sneakers & Streetwear,,
2026-07-02T20:01:38.111Z,nike-dunk,gid://shopify/Collection/688179052930,"Nike Dunk Low, High & SB — Sneakers & Streetwear | Resell Lausanne","Nike Dunk Low, High & SB — Sneakers & Streetwear",,
2026-07-02T20:01:38.497Z,nike-air-force-1-low,gid://shopify/Collection/688179118466,Nike Air Force 1 Low — Sneakers & Streetwear | Resell Lausanne,Nike Air Force 1 Low — Sneakers & Streetwear,,
2026-07-02T20:01:39.055Z,nike-air-force-1-mid,gid://shopify/Collection/688179151234,Nike Air Force 1 Mid — Sneakers & Streetwear | Resell Lausanne,Nike Air Force 1 Mid — Sneakers & Streetwear,,
2026-07-02T20:01:39.406Z,nike-x-nocta,gid://shopify/Collection/688183705986,Nike x NOCTA Sneakers — Chaussures & Streetwear | Resell Lausanne,Nike x NOCTA Sneakers — Chaussures & Streetwear,,
2026-07-02T20:01:39.843Z,nike-x-nocta-apparel,gid://shopify/Collection/688183771522,Nike x NOCTA Vêtements — Streetwear & Apparel | Resell Lausanne,Nike x NOCTA Vêtements — Streetwear & Apparel,,
2026-07-02T20:01:40.229Z,nike-reactx-rejuven8,gid://shopify/Collection/688183804290,Nike ReactX Rejuven8 — Sneakers & Streetwear | Resell Lausanne,Nike ReactX Rejuven8 — Sneakers & Streetwear,,
2026-07-02T20:01:40.642Z,travis-scott-apparel,gid://shopify/Collection/688184721794,Travis Scott Vêtements & Apparel — Streetwear | Resell Lausanne,Travis Scott Vêtements & Apparel — Streetwear,,
2026-07-02T20:01:41.020Z,basketball-air-jordan,gid://shopify/Collection/688185278850,Air Jordan Basketball Chaussures Performance | Resell Lausanne,Air Jordan Basketball Chaussures Performance,,
2026-07-02T20:01:41.441Z,basketball-new-balance,gid://shopify/Collection/688185475458,New Balance Basketball Chaussures Performance | Resell Lausanne,New Balance Basketball Chaussures Performance,,
2026-07-02T20:01:41.889Z,basketball-under-armour,gid://shopify/Collection/688185540994,Under Armour Basketball Chaussures Performance | Resell Lausanne,Under Armour Basketball Chaussures Performance,,
2026-07-02T20:01:42.332Z,basketball-361-degrees,gid://shopify/Collection/688185934210,361 Degrees Basketball Chaussures Performance | Resell Lausanne,361 Degrees Basketball Chaussures Performance,,
2026-07-02T20:01:42.703Z,saucony-other-models,gid://shopify/Collection/688186753410,Saucony Sneakers – Other Models & Silhouettes | Resell Lausanne,Saucony Sneakers – Other Models & Silhouettes,,
2026-07-02T20:01:43.152Z,nike-other-models,gid://shopify/Collection/688187113858,Autres Modèles Nike Suisse | Silhouettes & Collections - Resell Lausanne,Autres Modèles Nike Suisse | Silhouettes & Collections,,
2026-07-02T20:01:43.561Z,adidas-xlg-runner,gid://shopify/Collection/688187212162,Adidas XLG Runner Sneakers – Chunky Street Style | Resell Lausanne,Adidas XLG Runner Sneakers – Chunky Street Style,,
2026-07-02T20:01:43.923Z,adidas-superstar,gid://shopify/Collection/688187244930,Adidas Superstar Sneakers – Iconic Shell-Toe Classic | Resell Lausanne,Adidas Superstar Sneakers – Iconic Shell-Toe Classic,,
2026-07-02T20:01:44.396Z,new-balance-other-models,gid://shopify/Collection/688187441538,Autres Modèles New Balance Suisse | Silhouettes NB - Resell Lausanne,Autres Modèles New Balance Suisse | Silhouettes NB,,
2026-07-02T20:01:44.791Z,new-balance-1000,gid://shopify/Collection/688187474306,New Balance 1000 Sneakers – Heritage Runner | Resell Lausanne,New Balance 1000 Sneakers – Heritage Runner,,
2026-07-02T20:01:45.133Z,new-balance-327,gid://shopify/Collection/688187539842,New Balance 327 Sneakers – Retro Runner Icon | Resell Lausanne,New Balance 327 Sneakers – Retro Runner Icon,,
2026-07-02T20:01:45.525Z,alo-yoga,gid://shopify/Collection/688258253186,Alo Yoga — Vêtements Sport & Lifestyle Premium | Resell Lausanne,Alo Yoga — Vêtements Sport & Lifestyle Premium,,
2026-07-02T20:01:50.026Z,nos-sneakers-a-moins-de-200chf,gid://shopify/Collection/459950227745,,Sneakers Moins de 200 CHF Suisse | Grand Choix,Découvres l'intégralités de nos Sneakers qui sont disponibles pour moins de 200chf ,"Sneakers authentiques à moins de 200 CHF en Suisse. Grand choix, stock garanti & livraison rapide."
2026-07-02T20:01:50.417Z,onitsuka-tiger,gid://shopify/Collection/647567016322,,Onitsuka Tiger Suisse | Sneakers Vintage Japonaises,,
2026-07-02T20:01:50.773Z,nouveautes,gid://shopify/Collection/687639232898,,Nouveautés Sneakers & Streetwear Suisse | Derniers Arrivages,,"Découvrez les dernières nouveautés sneakers & streetwear en Suisse. Nouveaux modèles ajoutés chaque semaine, stock limité."
2026-07-02T22:48:03.102Z,nike-dunk,gid://shopify/Collection/688179052930,"Nike Dunk Low, High & SB — Sneakers & Streetwear","Nike Dunk Suisse | Low, High & SB Panda, Travis Scott",,
2026-07-02T22:48:03.494Z,supreme,gid://shopify/Collection/687832990082,Supreme Streetwear Collection – Shop Supreme,Supreme Suisse | Box Logo & Streetwear Authentique,,
2026-07-02T22:48:03.881Z,adidas-handball-spezial,gid://shopify/Collection/688170959234,Adidas Handball Spezial — Sneakers & Streetwear,Adidas Handball Spezial Suisse | Retro Terrace,,
2026-07-02T22:48:04.224Z,nike-air-force-1-low,gid://shopify/Collection/688179118466,Nike Air Force 1 Low — Sneakers & Streetwear,Nike Air Force 1 Low Suisse | AF1 Authentiques,,
